img it12-r it12-or it12-o it12-oy it12-y it12-gy it12-g it12-gb it12-b it12-pb it12-p it12-pr
nirp_hondecoeter_twcms_g1189 2665 200482 3423 0 0 0 0 0 0 0 0 0
nirp_kauffmann_1956_88 129694 105440 0 0 0 0 0 0 0 0 0 0
nirp_kauffmann_1956_89 112181 102963 0 0 0 0 0 0 0 0 0 0
nirp_kauffmann_1956_90 0 233330 0 0 0 0 0 0 0 0 0 0
nirp_kauffmann_1956_91 78707 100508 0 0 0 0 0 0 0 0 0 0
nirp_kauffmann_1966_029 0 48035 67426 12418 0 0 9650 0 0 0 0 0
nirp_kauffmann_44s 97666 62899 0 0 0 0 0 0 0 0 0 29634
nirp_kauffmann_bsems__1992_9_348 8551 65776 23368 0 2451 28758 0 0 0 0 0 0
nirp_kauffmann_bsems__1992_9_349 107634 112614 0 0 0 0 0 0 0 0 0 0
nirp_kauffmann_fa000123 0 64001 906 0 0 0 0 67383 19421 0 0 0
nirp_kauffmann_fah1975_32 70404 13389 0 0 0 0 0 47294 20367 0 0 0
nirp_kauffmann_fah1975_33 3431 52982 25200 0 0 3744 9544 5934 0 0 0 0
nirp_kauffmann_lducs_pc5559 0 5228 3516 0 0 0 89236 35714 0 0 0 0
nirp_kauffmann_op197 45311 143780 20262 0 0 0 0 0 0 0 0 0
nirp_kauffmann_op531 83038 150916 0 0 0 0 0 0 0 0 0 0
nirp_kauffmann_som_hm_a240 60201 12736 0 0 0 0 0 0 1084 15958 23880 28641
nirp_kauffmann_strpg_1993_3 0 17969 7126 36800 93121 0 0 0 0 0 0 0
nirp_kauffmann_va_pc_2006aj4611 0 45164 52145 8638 7615 5834 0 0 0 0 0 0
nirp_kauffmann_va_pc_2006an1773 63281 145116 0 0 0 0 0 0 0 0 0 0
nirp_kauffmann_va_pc_2006av2480 0 43536 0 0 0 0 0 0 116388 28156 0 0
nirp_kauffmann_va_pc_2006bh7496 7682 25735 65500 3098 0 9853 18072 0 0 0 0 0
nirp_kauffmann_va_pc_2007bl4113 59610 182715 0 0 0 0 0 0 0 0 0 0
nirp_kauffmann_va_pc_2007bm9016 41219 200662 0 0 0 0 0 0 0 0 0 0
nirp_latour_15_1990 5938 0 0 0 0 0 0 86390 56267 1285 0 0
nirp_latour_164 22911 4833 182575 0 0 0 0 0 0 0 0 0
nirp_latour_179 4427 66419 110473 307 0 0 0 0 0 0 0 0
nirp_latour_1906_003 4849 83310 48010 0 0 0 846 0 0 0 0 0
nirp_latour_1939p673 2677 49499 5719 0 0 0 0 50654 26062 0 0 0
nirp_latour_1956p5 0 68818 170580 0 0 0 0 0 0 0 0 0
nirp_latour_1958p15 17251 103769 92756 0 0 0 0 0 0 0 0 0
nirp_latour_2138 0 212099 16424 0 0 0 0 0 0 0 0 0
nirp_latour_2139 4488 226487 0 0 0 0 0 0 0 0 0 0
nirp_latour_2386 7839 229218 0 0 0 0 0 0 0 0 0 0
nirp_latour_2387 51600 87073 4946 0 0 0 0 0 0 0 0 0
nirp_latour_2917 1934 153661 46322 0 0 0 0 0 0 0 0 0
nirp_latour_3_55_4 0 0 133668 60363 0 0 0 0 0 0 0 0
nirp_latour_ag002274 0 0 0 48914 41008 50508 20498 0 0 0 0 0
nirp_latour_ag002546 10519 0 0 0 2746 74131 22661 0 0 0 0 0
nirp_latour_bermg_1436 57247 0 0 0 0 0 0 0 13766 58142 1730 20638
nirp_latour_b-m-514 119171 19721 0 0 0 0 0 0 0 2336 13660 0
nirp_latour_buygm_0270_1915 0 9411 51308 107553 24426 0 0 0 0 0 0 0
nirp_latour_calmg_1949_125_55 0 0 0 0 93386 83188 0 0 0 0 0 0
nirp_latour_deavm_1998_3a 0 0 60443 113763 4594 0 0 0 0 0 0 0
nirp_latour_deavm_1998_3b 0 0 81489 67125 15780 0 0 0 0 0 0 0
nirp_latour_gla_hag_43528 13019 223443 0 0 0 0 0 0 0 0 0 0
nirp_latour_kirmg_182 51287 181934 0 0 0 0 0 0 0 0 0 0
nirp_latour_scag_2_1973 13376 209552 1415 0 0 0 0 0 0 0 0 0
nirp_latour_scag_336 0 111104 100725 0 0 0 0 0 0 0 0 0
nirp_latour_va_pc_2006ag8463 0 217072 11071 0 0 0 0 0 0 0 0 0
nirp_latour_va_pc_2006an5839 0 0 0 0 0 0 0 0 95217 90187 0 0
nirp_latour_va_pc_2006an5840 20120 0 31537 35901 0 10009 0 1760 5311 0 0 0
nirp_latour_va_pc_2006bc1385 0 182803 38857 0 0 0 0 0 0 0 0 0
nirp_latour_va_pc_2006bf4681 44328 169588 7928 0 0 0 0 0 0 0 0 0
nirp_latour_va_pc_2007bn1682 0 0 43201 115386 6386 0 0 0 0 0 0 0
nirp_loutherbourg_03_1375 90515 100662 6351 0 0 0 0 0 0 0 0 0
nirp_loutherbourg_140_1967_4 12198 66963 31772 0 0 0 0 0 4690 0 0 0
nirp_loutherbourg_1899_6 0 114712 77152 3566 0 0 0 0 0 0 0 0
nirp_loutherbourg_1920p682 0 156874 48323 0 0 0 0 0 0 0 0 0
nirp_loutherbourg_1982p44 0 238266 0 0 0 0 0 0 0 0 0 0
nirp_loutherbourg_1982p45 7795 217982 0 0 0 0 0 0 0 0 0 0
nirp_loutherbourg_batvg_p_1929_203 0 63141 127638 0 0 0 0 0 0 0 0 0
nirp_loutherbourg_k264 0 101291 53313 0 0 0 0 0 0 0 0 0
nirp_loutherbourg_l_f4_1882_0_0 0 0 0 33567 144866 20178 0 0 0 0 0 0
nirp_loutherbourg_l_f755_1977_0_0 0 0 19435 105950 43205 0 0 0 0 0 0 0
nirp_loutherbourg_mm019 11853 0 0 0 0 0 152716 5429 0 0 0 0
nirp_loutherbourg_ncm_1904_46 0 0 46892 50895 16281 1594 4556 0 0 0 0 0
nirp_loutherbourg_scag_1367 0 100417 55080 16713 11462 0 0 0 0 0 0 0
nirp_loutherbourg_souag_b108 16358 70970 88667 6253 0 0 0 0 0 0 0 0
nirp_loutherbourg_strpg_1993_68 0 0 145702 29591 0 0 0 0 0 0 0 0
nirp_loutherbourg_twcms_b4233 0 107821 89925 0 0 0 0 0 0 0 0 0
nirp_loutherbourg_wisfm_1938_25_33 0 0 7824 24039 30915 29931 8628 1018 0 0 0 0
nirp_miereveld_1285 122652 44604 0 0 0 0 1928 0 0 0 0 0
nirp_miereveld_466_1997 0 27739 47954 21601 9321 21496 0 0 0 0 0 0
nirp_miereveld_cp_tr_231 45626 0 0 0 0 0 0 0 5409 70276 1090 35916
nirp_miereveld_eu_212 0 186143 48467 0 0 0 0 0 0 0 0 0
nirp_miereveld_eu_938 44215 188755 0 0 0 0 0 0 0 0 0 0
nirp_miereveld_mnemg_00_117 0 0 0 0 0 15657 121834 56821 0 0 0 0
nirp_miereveld_mnemg_00_1855_97 0 0 0 0 0 0 13857 105730 43455 0 0 0
nirp_miereveld_pc_74 0 3063 51326 87505 8697 1210 0 0 0 0 0 0
nirp_miereveld_redmg_1931_289_1 112975 47697 6619 0 0 0 0 0 0 0 0 0
nirp_miereveld_som_hm_a233 0 211922 10445 0 0 0 0 0 0 0 0 0
nirp_miereveld_som_hm_a91 24387 145050 8457 0 0 0 0 0 0 0 0 12929
nirp_miereveld_som_hm_a9 4690 153257 0 0 0 0 0 0 0 0 0 37609
nirp_molenaer_1_154 32155 207173 0 0 0 0 0 0 0 0 0 0
nirp_molenaer_1904-120 0 61062 124057 12228 0 0 0 0 0 0 0 0
nirp_molenaer_1904-93 0 159548 68305 0 0 0 0 0 0 0 0 0
nirp_molenaer_757 4802 35769 35490 0 0 0 1161 42620 0 0 0 0
nirp_molenaer_batvg_p_1946_61 8124 219241 0 0 0 0 0 0 0 0 0 0
nirp_molenaer_bikgm_2898 23853 81840 0 0 0 0 53135 0 0 0 0 0
nirp_molenaer_b-m-199 12602 86916 40030 0 0 28231 0 0 0 0 0 0
nirp_molenaer_fa000524 5443 109664 45166 12301 0 0 0 0 0 0 0 0
nirp_molenaer_mnemg_bentlif_39_1897_33 0 0 0 0 0 15752 117602 30455 0 0 0 0
nirp_molenaer_souag_b35 0 0 0 52446 114617 9637 0 0 0 0 0 0
nirp_molenaer_va_pc_2006bc5951 0 0 4353 37909 50446 11320 6530 0 0 0 0 0
nirp_molenaer_watmc_2004_512 0 0 0 0 0 9023 52430 74045 0 0 0 0
nirp_monnoyer_1906_9 257585 0 0 0 0 0 0 0 0 0 0 0
nirp_monnoyer_1953_162 105969 34466 12386 22218 0 0 0 0 0 0 0 0
nirp_monnoyer_1960_010 2882 53548 39298 21470 0 20929 0 0 0 0 0 0
nirp_monnoyer_253 50602 55637 54542 0 0 0 0 2936 0 0 0 0
nirp_monnoyer_299 0 97649 44737 1144 11992 0 0 0 0 0 0 0
nirp_monnoyer_68 8601 201279 9691 0 0 0 0 0 0 0 0 0
nirp_monnoyer_88003019 213908 25454 0 0 0 0 0 0 0 0 0 0
nirp_monnoyer_b-m-334 67441 19695 8596 0 0 2282 3749 3740 0 0 0 0
nirp_monnoyer_b-m-358 86937 50847 0 0 0 0 0 0 0 0 0 8002
nirp_monnoyer_b-m-769 55177 0 0 0 0 0 0 5283 24426 15927 8652 24014
nirp_monnoyer_b-m-770 122846 0 0 0 0 0 0 0 0 0 1677 25965
nirp_monnoyer_fa000154 0 34194 0 0 0 0 0 40177 59139 0 0 0
nirp_monnoyer_k1349 0 171437 49607 0 0 0 0 0 0 0 0 0
nirp_monnoyer_mnemg_bentlif_40_1897_90 17858 155066 50164 0 0 0 0 0 0 0 0 0
nirp_monnoyer_ncm_1941_13 56453 170861 0 0 0 0 0 0 0 0 0 0
nirp_monnoyer_ncm_1990_04 80493 53443 51319 0 0 0 0 0 0 0 0 0
nirp_monnoyer_p45 178029 69214 0 0 0 0 0 0 0 0 0 0
nirp_monnoyer_po_118 59604 160677 0 0 0 0 0 0 0 0 0 0
nirp_monnoyer_stkmg_fa_1980_fa_30 14949 173398 22396 0 0 0 0 0 0 0 0 0
nirp_monticelli_1135 0 4309 12826 18159 24467 83057 0 0 0 0 0 0
nirp_monticelli_1_156 0 137757 91314 0 0 0 0 0 0 0 0 0
nirp_monticelli_1236 0 150034 75542 0 0 0 0 0 0 0 0 0
nirp_monticelli_2141 7683 207348 1578 0 0 0 0 0 0 0 0 0
nirp_monticelli_2142 7165 142916 74794 0 0 0 0 0 0 0 0 0
nirp_monticelli_293 48090 79059 56445 0 0 0 0 0 0 0 0 0
nirp_monticelli_300 0 114370 105252 0 0 0 0 0 0 0 0 0
nirp_monticelli_5294 0 89428 29234 6437 0 2238 0 0 0 0 0 0
nirp_monticelli_57 1981 119983 83728 0 0 0 0 0 0 0 0 0
nirp_monticelli_939 0 215515 11764 0 0 0 0 0 0 0 0 0
nirp_monticelli_bermg_1454 142426 91314 0 0 0 0 0 0 0 0 0 0
nirp_monticelli_b-m-391 0 2429 86242 7407 0 4884 34863 0 0 0 0 0
nirp_monticelli_b-m-668 22171 214947 0 0 0 0 0 0 0 0 0 0
nirp_monticelli_b-m-669 0 194057 12573 0 0 0 0 0 0 0 0 0
nirp_monticelli_calmg_1949_125_47 19575 148999 15573 0 0 0 0 0 0 0 0 0
nirp_monticelli_calmg_1949_125_48 65341 45447 32591 27408 0 0 0 0 0 0 0 0
nirp_monticelli_fa000286 1311 21484 37014 27729 14423 0 0 0 0 0 0 0
nirp_monticelli_l_f105_1963_0_0 0 138145 44901 0 0 0 0 0 0 0 0 0
nirp_murillo_1974_787 0 44242 0 0 0 10805 111312 0 0 0 0 0
nirp_murillo_1974p24 82819 77047 0 0 0 0 0 0 0 0 0 20670
nirp_murillo_205_35 43824 184124 0 0 0 0 0 0 0 0 0 0
nirp_murillo_73 51005 57501 15055 0 0 0 6928 13106 0 0 0 0
nirp_murillo_88003074 82078 74503 0 0 0 0 0 0 0 0 0 0
nirp_murillo_a1_7 0 77658 39250 0 914 35516 0 0 0 0 0 0
nirp_murillo_a367 29788 200606 0 0 0 0 0 0 0 0 0 0
nirp_murillo_bikgm_3022 0 211378 1375 0 0 0 0 0 0 0 0 0
nirp_murillo_b-m-33 0 6049 123049 52496 869 0 0 0 0 0 0 0
nirp_murillo_b-m-633 16155 228849 0 0 0 0 0 0 0 0 0 0
nirp_murillo_b-m-67 33400 52131 101929 0 0 0 0 0 0 0 0 0
nirp_murillo_b-m-918 0 225311 0 0 0 0 0 0 0 0 0 0
nirp_murillo_brm_bifa_47_9 0 73971 16627 2634 10509 23291 10776 0 0 0 0 0
nirp_murillo_buygm_nn 0 123505 115135 0 0 0 0 0 0 0 0 0
nirp_murillo_eu_540 76909 164540 0 0 0 0 0 0 0 0 0 0
nirp_murillo_eu_541 62675 181695 0 0 0 0 0 0 0 0 0 0
nirp_murillo_gla_hag_43771 0 272 101858 98709 0 0 0 0 0 0 0 0
nirp_murillo_l_f25_1949_0_0 0 209730 8720 0 0 0 0 0 0 0 0 0
nirp_murillo_l_f8_1950_0_0 20839 208778 0 0 0 0 0 0 0 0 0 0
nirp_murillo_ma_514 17862 47721 46161 0 0 48995 1627 0 0 0 0 0
nirp_murillo_mnemg_00_1881_109 0 0 0 0 0 0 20618 156292 0 0 0 0
nirp_murillo_p45_76 0 157425 58262 0 0 0 0 0 0 0 0 0
nirp_murillo_pc_23 0 96470 79824 0 0 0 0 0 0 0 0 0
nirp_murillo_pc_32 0 226658 0 0 0 0 0 0 0 0 0 0
nirp_murillo_pc_63 0 27638 65233 0 0 0 0 0 43177 0 0 0
nirp_murillo_pc_9 0 26840 100771 75733 0 0 0 0 0 0 0 0
nirp_murillo_rocdg_1218 0 0 0 413 0 0 21461 68923 46891 0 0 0
nirp_murillo_rocdg_1232 0 0 163642 23900 0 0 0 0 0 0 0 0
nirp_murillo_souag_s10 2955 84360 3223 0 36279 0 0 0 0 0 0 0
nirp_murillo_truri_1000_109 0 101936 99461 9297 0 0 0 0 0 0 0 0
nirp_murillo_twcms_c10034 0 113081 53425 3009 0 0 0 0 0 0 0 0
nirp_murillo_twcms_g547 0 244789 0 0 0 0 0 0 0 0 0 0
nirp_murillo_va_pc_2007bp0623 0 98822 74371 0 0 0 0 0 0 0 0 0
nirp_murillo_va_pc_2007bp1065 0 0 149975 48754 0 0 0 0 0 0 0 0
nirp_murillo_va_pc_2007bp3943 0 0 0 0 0 14797 50697 61867 2295 0 0 0
nirp_murillo_wm_1546_1948 0 85083 41394 0 0 0 0 35254 0 0 0 0
nirp_murillo_wm_1605_1948 42109 92690 0 0 0 0 0 0 0 0 0 4482
nirp_murillo_wm_1652_1948 84470 131517 0 0 0 0 0 0 0 0 0 0
nirp_panini_1952_3_1 0 0 0 81180 92838 5276 0 0 0 0 0 0
nirp_panini_2128_1 31520 0 0 0 0 0 10161 76465 0 0 0 8463
nirp_panini_2128_2 4180 46346 16133 0 0 21190 37081 0 0 0 0 0
nirp_panini_42s 87572 61048 0 0 0 0 0 0 0 0 0 2085
nirp_panini_53s 60727 66596 0 0 0 0 0 0 0 0 0 7737
nirp_panini_88029434 0 94184 55157 5894 0 0 0 0 0 0 0 0
nirp_panini_88029435 0 64392 75856 0 0 0 0 0 0 0 0 0
nirp_panini_88029489 0 182483 34523 0 0 0 0 0 0 0 0 0
nirp_panini_88029490 43210 172926 0 0 0 0 0 0 0 0 0 0
nirp_panini_b-m-84 103198 74393 0 0 0 0 0 0 0 0 0 0
nirp_panini_eu_994 28471 158098 0 0 0 0 0 0 0 0 0 0
nirp_panini_eu_995 52311 120189 0 0 0 0 0 10703 0 0 0 0
nirp_panini_fah1934_59 0 12509 0 0 0 0 14078 116564 0 0 0 0
nirp_panini_hag_181 0 0 0 0 51868 52904 22362 0 0 0 0 0
nirp_panini_hasmg_923_20 0 6301 71819 28692 11295 2095 0 2541 0 0 0 0
nirp_panini_letmg_1995_9 0 209265 18298 0 0 0 0 0 0 0 0 0
nirp_panini_mnemg_00_1873_10 0 8766 0 0 1332 121411 20319 0 0 0 0 0
nirp_panini_mnemg_00_1873_11 0 84916 101836 0 2629 0 0 0 0 0 0 0
nirp_panini_mnemg_00_1873_4 0 14217 36088 0 0 9002 36713 0 7890 0 0 0
nirp_panini_mnemg_00_1873_5 0 0 0 2523 4414 41658 71865 11151 0 0 0 0
nirp_panini_mnemg_bentlif_43_1897_7 6372 116242 47488 14281 0 0 0 0 0 0 0 0
nirp_panini_mnemg_bentlif_44_1897_2 0 113882 71666 18451 0 0 0 0 0 0 0 0
nirp_panini_nt1984_022 0 48681 81536 4619 0 2731 8792 0 0 0 0 0
nirp_panini_p649 6387 33867 45822 11390 2240 2167 0 0 0 0 0 0
nirp_panini_p650 78574 74346 20099 0 0 0 0 0 0 0 0 0
nirp_panini_som_hm_a69 160014 37225 0 0 0 0 0 0 0 0 0 0
nirp_panini_som_hm_a70 139143 69977 0 0 0 0 0 0 0 0 0 0
nirp_panini_souag_b121 4406 33248 76298 18545 12607 0 0 0 0 0 0 0
nirp_panini_stopm_kx_38 0 0 0 0 0 17662 115790 22120 0 0 0 0
nirp_panini_twcms_c11830 6526 121733 58594 0 0 0 0 0 0 0 0 0
nirp_panini_twcms_c11831 7434 180325 8404 0 0 0 0 0 0 0 0 0
nirp_panini_twcms_c168 0 124780 7547 0 3070 24325 0 0 0 0 0 0
nirp_panini_twcms_c199 0 133290 98534 0 0 0 0 0 0 0 0 0
nirp_panini_twcms_c7385 0 93849 58711 0 0 0 4271 1050 0 0 0 0
nirp_panini_va_pc_2006ak0782 0 105151 57846 0 0 0 0 4239 0 0 0 0
nirp_panini_wm_1502_1948 74580 85847 0 0 0 0 0 6037 4739 0 0 0
nirp_panini_wm_1505_1948 41812 170529 0 0 0 0 0 0 0 0 0 0
nirp_panini_wm_1641_1948 33881 135573 0 0 0 0 0 13082 0 0 0 0
nirp_pissarro_03_255 0 205936 11228 0 0 0 0 0 0 0 0 0
nirp_pissarro_2002_78_8 0 45989 102354 20021 0 0 0 0 0 0 0 0
nirp_pissarro_2811 0 1487 13532 0 0 0 0 16370 123248 0 0 0
nirp_pissarro_2934 0 42058 171509 0 0 0 0 0 0 0 0 0
nirp_pissarro_765 0 1067 8566 22398 29225 38811 16069 0 0 0 0 0
nirp_pissarro_brm_bifa_55_16 0 10819 85695 31982 4612 6932 0 0 0 0 0 0
nirp_pissarro_gla_hag_43778 0 200578 9949 0 0 0 0 0 0 0 0 0
nirp_pissarro_k4126 0 7504 77065 49734 16203 0 0 0 0 0 0 0
nirp_pissarro_l_f122_1981_0_0 0 0 56581 76067 34452 4091 0 0 0 0 0 0
nirp_pissarro_scag_461 0 0 0 19619 43349 24682 24252 9345 0 0 0 0
nirp_poussin_1923_041 0 0 28498 28115 23151 15396 24258 15894 0 0 0 0
nirp_poussin_1933p77 9173 179443 0 0 0 0 0 6877 0 0 0 0
nirp_poussin_1957_8_44 0 235379 0 0 0 0 0 0 0 0 0 0
nirp_poussin_1974_684 31769 152770 19184 0 0 0 0 0 0 0 0 0
nirp_poussin_222 0 28367 53794 18697 0 0 0 51509 0 0 0 0
nirp_poussin_blkmg_p444 13628 123729 42020 0 0 0 0 0 0 0 0 0
nirp_poussin_b-m-603 0 110071 36911 0 0 0 13849 0 0 0 0 0
nirp_poussin_brm_bifa_38_9 167196 12273 0 0 0 0 0 0 0 0 0 1379
nirp_poussin_fa_1991_064 92876 133594 0 0 0 0 0 0 0 0 0 0
nirp_poussin_fapm090001 0 1580 3537 0 0 11712 104642 11073 0 0 0 0
nirp_poussin_gla_hag_43780 42128 190749 0 0 0 0 0 0 0 0 0 0
nirp_poussin_gla_hag_50994 62269 133573 0 0 0 0 0 0 0 0 0 0
nirp_poussin_l_f9_1943_4_0 17508 104845 6054 0 13687 0 0 0 0 0 0 0
nirp_poussin_som_hm_a1 31984 163136 21133 0 0 0 0 0 0 0 0 0
nirp_poussin_som_hm_a219 127710 101227 0 0 0 0 0 0 0 0 0 0
nirp_poussin_som_hm_a270 0 234523 0 0 0 0 0 0 0 0 0 0
nirp_poussin_stopm_kx_19 2050 217623 4960 0 0 0 0 0 0 0 0 0
nirp_poussin_twcms_g1183 1865 218182 0 0 0 0 0 0 0 0 0 0
nirp_poussin_va_pc_2006aw0805 0 223610 0 0 0 0 0 0 0 0 0 0
nirp_poussin_va_pc_2007bp0874 0 14003 60354 76418 17223 0 0 0 0 0 0 0
nirp_raphael_03_1096 51217 168511 252 0 0 0 0 0 0 0 0 0
nirp_raphael_03_1099 36857 175609 0 0 0 0 0 0 0 0 0 0
nirp_raphael_03_1100 0 115123 74374 0 0 0 0 0 0 0 0 0
nirp_raphael_03_1101 19517 152225 12399 0 0 0 0 0 0 0 0 0
nirp_raphael_03_1102 21815 130572 32249 0 0 0 0 0 0 0 0 0
nirp_raphael_03_1183 17019 165845 18600 0 0 0 0 0 0 0 0 0
nirp_raphael_03_1184 7090 151379 57439 0 0 0 0 0 0 0 0 0
nirp_raphael_03_1221 0 35552 24777 0 0 0 57514 2963 0 0 0 0
nirp_raphael_03_1229 0 27654 0 0 0 0 73766 34655 0 0 0 0
nirp_raphael_03_1302 20703 204347 0 0 0 0 0 0 0 0 0 0
nirp_raphael_03_1326 11141 112450 11066 0 0 0 0 32410 0 0 0 0
nirp_raphael_03_1327 57048 152412 0 0 0 0 0 0 0 0 0 0
nirp_raphael_03_1328 28150 91151 23524 0 0 0 0 0 0 0 0 0
nirp_raphael_03_1619 71412 168100 0 0 0 0 0 0 0 0 0 0
nirp_raphael_03_1620 68240 170574 0 0 0 0 0 0 0 0 0 0
nirp_raphael_03_1621 31911 205139 0 0 0 0 0 0 0 0 0 0
nirp_raphael_03_189 14963 16925 25923 55735 52409 0 0 0 0 0 0 0
nirp_raphael_03_3602 22801 187230 0 0 0 0 0 0 0 0 0 0
nirp_raphael_03_3842 22813 46531 0 0 0 0 0 41484 16587 0 0 3427
nirp_raphael_03_450 97189 140020 0 0 0 0 0 0 0 0 0 0
nirp_raphael_03_570 34811 198555 0 0 0 0 0 0 0 0 0 0
nirp_raphael_03_5751 19686 182251 10509 0 0 0 0 0 0 0 0 0
nirp_raphael_03_678 46275 196950 0 0 0 0 0 0 0 0 0 0
nirp_raphael_03_714 0 163796 7544 0 0 0 0 8158 0 0 0 0
nirp_raphael_03_806 37530 124027 0 0 0 0 0 24053 0 0 0 0
nirp_raphael_03_815 41774 200630 0 0 0 0 0 0 0 0 0 0
nirp_raphael_03_902 100235 136297 0 0 0 0 0 0 0 0 0 0
nirp_raphael_03_903 29759 104127 6324 0 0 0 0 0 0 0 7236 21102
nirp_raphael_04_2052 16094 186526 2693 0 0 0 0 0 0 0 0 0
nirp_raphael_1910-62 2132 139258 64358 0 0 0 0 0 0 0 0 0
nirp_raphael_1978_228 113463 94569 0 0 0 0 0 0 0 0 0 0
nirp_raphael_a1_6 118291 21212 2908 2496 0 0 0 0 0 0 0 0
nirp_raphael_a356 0 29483 56806 1979 0 0 5226 28255 0 0 0 0
nirp_raphael_batvg_p_1945_25 65432 160848 0 0 0 0 0 0 0 0 0 0
nirp_raphael_b-m-800 0 43486 40499 23531 6750 0 4933 0 0 0 0 0
nirp_raphael_b-m-820 19521 83020 12597 0 0 0 27077 0 0 0 0 0
nirp_raphael_b-m-839 10842 122248 515 0 0 0 0 18770 0 0 0 0
nirp_raphael_b-m-939 0 241973 0 0 0 0 0 0 0 0 0 0
nirp_raphael_cancm_4034 4122 56906 49133 0 0 0 11110 9482 0 0 0 0
nirp_raphael_deavm_17 18805 64931 2623 0 0 0 0 40742 0 0 0 0
nirp_raphael_eu_714 10038 173860 0 0 0 0 0 0 0 0 0 0
nirp_raphael_fa000196 45492 61604 4318 0 0 0 25601 0 0 0 0 0
nirp_raphael_gla_hag_43782 72196 144613 6121 0 0 0 0 0 0 0 0 0
nirp_raphael_ncm_1910_59 6613 190130 12457 0 0 0 0 0 0 0 0 0
nirp_raphael_po_168 0 0 21683 44987 69944 21610 0 0 0 0 0 0
nirp_raphael_som_hm_a288 59161 110680 0 0 0 0 0 0 0 0 0 13694
nirp_raphael_som_hm_a94 0 10180 0 0 0 0 0 39435 118926 0 0 0
nirp_raphael_truri_1915_9_5 0 54225 11246 0 64687 30821 0 0 0 0 0 0
nirp_raphael_twcms_g4161 30482 92215 0 0 0 0 0 13072 0 0 0 0
nirp_raphael_va_pc_2006an6767 66391 25614 5043 0 0 0 40880 0 0 0 0 0
nirp_raphael_va_pc_2006be8817 18311 48756 60132 16371 0 0 0 0 0 0 0 0
nirp_raphael_va_pc_2007bp0877 0 98693 9797 0 0 0 54074 0 0 0 0 0
nirp_rebecca_81030139 1710 113228 23867 23829 0 0 0 0 0 0 0 0
nirp_rebecca_81030140 8179 81604 24873 0 0 0 0 0 0 0 6303 25989
nirp_rebecca_81030142 9398 200894 13501 0 0 0 0 0 0 0 0 0
nirp_rebecca_81030143 0 173160 32525 0 0 0 0 0 0 0 0 0
nirp_rebecca_81030144 0 211734 25461 0 0 0 0 0 0 0 0 0
nirp_rebecca_81030145 6340 140722 72426 0 0 0 0 0 0 0 0 0
nirp_rebecca_81030146 0 161803 16458 8808 0 0 0 0 0 0 0 0
nirp_rebecca_81030147 0 136722 61810 0 0 0 0 0 0 0 0 0
nirp_rebecca_81030148 70212 175325 0 0 0 0 0 0 0 0 0 0
nirp_rebecca_hhtf_1997_280a 138614 16444 0 0 0 0 0 0 0 0 0 20006
nirp_rebecca_hhtf_1997_280b 119701 36238 0 0 0 0 0 0 0 0 0 0
nirp_rebecca_hhtf_1997_280c 129813 51919 0 0 0 0 0 0 0 0 0 0
nirp_rebecca_hhtf_1997_280d 135129 0 0 0 0 0 0 0 0 11187 6151 5350
nirp_rebecca_hhtp_2001_1_138 16258 156597 0 0 0 0 0 0 0 0 0 0
nirp_rembrandt_03_716 160719 49037 0 0 0 0 0 0 0 0 0 0
nirp_rembrandt_03_921 41107 0 0 0 0 0 0 0 73518 0 14359 10080
nirp_rembrandt_44749i 0 105754 52344 0 0 0 0 0 0 0 0 0
nirp_rembrandt_44832i 39434 188622 0 0 0 0 0 0 0 0 0 0
nirp_rembrandt_44 3237 26047 18025 0 0 0 12151 34372 13086 0 0 0
nirp_rembrandt_600 0 88911 133361 0 0 0 0 0 0 0 0 0
nirp_rembrandt_601 971 60574 70381 0 0 0 0 0 37449 0 0 0
nirp_rembrandt_90006922 48917 169211 5288 0 0 0 0 0 0 0 0 0
nirp_rembrandt_90006943 11459 105258 105 0 0 0 0 0 35804 0 0 0
nirp_rembrandt_art01984 0 228239 7080 0 0 0 0 0 0 0 0 0
nirp_rembrandt_batvg_p_1939_4 20738 200715 631 0 0 0 0 0 0 0 0 0
nirp_rembrandt_b-m-169 32898 202534 0 0 0 0 0 0 0 0 0 0
nirp_rembrandt_b-m-629 991 72192 13429 0 0 17803 23352 0 0 0 0 0
nirp_rembrandt_b-m-663 139508 109080 0 0 0 0 0 0 0 0 0 0
nirp_rembrandt_b-m-983 0 0 62634 27595 0 0 36240 19362 0 0 0 0
nirp_rembrandt_brm_bifa_41_7 96178 126814 0 0 0 0 0 0 0 0 0 0
nirp_rembrandt_eu_464 27110 46959 0 0 0 0 0 0 16070 33948 5480 13531
nirp_rembrandt_eu_723 0 169135 63760 0 0 0 0 0 0 0 0 0
nirp_rembrandt_eu_737 20857 150802 0 0 0 0 0 0 4804 0 0 0
nirp_rembrandt_fa000014 11460 15923 24509 0 0 0 0 65172 0 0 0 0
nirp_rembrandt_gla_hag_43779 946 0 5730 29947 33050 31620 2047 0 0 0 0 0
nirp_rembrandt_gla_hag_43785 42903 194915 0 0 0 0 0 0 0 0 0 0
nirp_rembrandt_gla_hag_43786 0 0 0 0 15718 69708 55505 22141 0 0 0 0
nirp_rembrandt_op475 0 0 0 0 0 37451 126956 5314 0 0 0 0
nirp_rembrandt_redmg_1944_67_1 144941 84381 0 0 0 0 0 0 0 0 0 0
